"faqNbr","carClassNbr","faqCarNbr","faqCarNm","question","answer"
78,7273,3944,폭스바겐 뉴 티구안,국산 suv와 비교하면 어떤가요??,비슷한 연식의 투싼ix나 스포티지r와 비교했을때 티구안은 독일차 특유의 주행질감을 장점으로 꼽을 수 있습니다.독일차 특유의 단단한 세팅이 호불호가 갈릴 수 있지만 정교한 핸들링 고속 안전성에선 확연한 차이를 주기에 좋은 선택입니다.
79,7273,3944,폭스바겐 뉴 티구안,구매 전 체크할 부분이 있을까요?,"후기형 모델인 12년식 부터는 개선된 DSG 변속기가 탑재되어 전기형에 비해 변속충격과 울컥거림은 어느정도 개선되었습니다. 다만, DSG 특성 상 관리 상태에 따라 컨디션이 다를 가능성이 높으니 구매 전 시승을 해보는 것을 추천합니다.
"
80,7273,3944,폭스바겐 뉴 티구안,부품 수급이나 정비성은 어떨까요?,해당 차량이 신차로 출시된 시점 국내시장에서의 폭스바겐은 최고의 전성기라고 볼 수 있었습니다. 당시 티구안의 판매량 역시 국산차를 위협할 정도로 많은 판매가 되었습니다. 정식센터를 통한 부품 수급이 어렵지 않으며 사설 정비업체를 통해서도 충분합니다.
81,7273,3944,폭스바겐 뉴 티구안,패밀리카로 비추천하는 의견이 좀 있던데…,"호불호의 영역입니다.SUV 치고는 넓지 않은 트렁크 공간, 실내 공간과 국산차대비 딱딱한 하체 세팅으로 패밀리카로는 비추천하는 의견이 있습니다. 2열 공간의 시트 슬라이딩 기능과 리클라이닝이 가능해 어린 자녀가가 있는 가정에서는 충분한 공간을 제공합니다"
82,5072,3943,기아 올 뉴 쏘울,도로에서 쉽게 보기 힘들던데..?,"쏘울의 주요 판매 타겟이 북미시장으로 옵션 구성이나 주행질감, 생소한 디자인으로 호불호가 있었고 다소 비싼 신차 가격, 소형 suv 붐이 불기 전이라 많은 판매량을 기록하진 못했습니다. 그러나 실용적인 공간으로 만족도가 높은 차량 중 하나입니다."
83,5072,3943,기아 올 뉴 쏘울,더 뉴 쏘울 큰 차이가 있나요?,"우선 외형적인 디자인 요소의 차이(램프류, 범퍼)가 눈에 띄는 변화이지만 파워트레인 및 주행 보조 기능이 추가되었습니다.  DCT 및 터보가 장착된 더 뉴 쏘울의 경우 유지 관리에 있어 좀 더 신경 쓸 부분이 많기 때문에 고려하여 선택하면 좋을 것 같습니다."
84,5072,3943,기아 올 뉴 쏘울,초보운전자가 몰기엔 어떤가요?,초보운전자들이 부담없이 운전하기에 더할나위 없이 좋은 선택지가 될 수 있습니다. 소형SUV의 성격을 지니고 있지만 생각보다 차폭이 넓지 않고 높은 시야각도로 넓은 전방 시야를 확보할 수 있기 때문에 첫차로 부담없이 몰기 좋은 차량입니다.
85,5072,3943,기아 올 뉴 쏘울,"1.6, 디젤 어떤 차량이 저에게 적합할까요?",차체 강성 보강으로 인해 늘어난 차체 중량의 증가는 출력의 답답함으로 이어졌지만 일상 주행을 하는 경우에 크게 다가오는 부분은 아니며 유지 관리에 있어서 장점이 있습니다. 디젤은 답답한 출력을 해소해주고 뛰어난 연비를 보여주어 출퇴근 용도로 적합합니다
86,5516,3942,기아 더 뉴 K9,갓성비라고 극찬을 받던데 이유가 있나요?,"동급 대비 저렴한 가격에 풍부한 옵션, 주행성능 모든것을 갖추었기 때문입니다.실내는 리얼 우드 적용, 고급 천연가죽을 사용, 편의 사양 역시 G90에 밀리지 않습니다. 또한, 전자제어서스펜션을 적용하여 승차감을 확보하였으며 NVH 역시 훌륭합니다."
87,5516,3942,기아 더 뉴 K9,"3.3 터보 와 3.8 어떤게 좋을까요?","3.3 터보는 가속력이 좋고 저rpm에서도 강한 토크를 자랑하지만 고급유를 권장하고 있으며 연비가 자연흡기에 비해 좋지 않습니다. 3.8은 부드러운 주행질감과 내구성이 좋지만 다소 심심한 주행감각 감각을 제공합니다. 본인의 성향에 맞는 선택이 좋습니다."
88,5516,3942,기아 더 뉴 K9,전 모델과 비교했을때 큰 차이는?,디자인적 요소들을 제외하고도 큰 차이가 납니다. 무선 OTA 방식으로 변경되어 차량의 인포시스템이 원격으로 업데이트가 가능하며 첨단 운전자 보조 시스템이 HDA2로 변경되어 주행 안전 역시 강화되었습니다.
89,7504,3905,아우디 A7,A6 타고 있는데 A7으로 갈만한 가치 있을까,"좀 더 스포티한 성향을 띄고 있는 A7의 경우 스티어링 반응과 승차감 면에서 조금 더 다이내믹한 셋팅에 운전 재미를 향상시켰습니다. 이외에도 레이저 라이트,뱅앤울룹슨 오디오 시스템이 기본 사양이거나 추가 옵션으로 되어 있습니다."
90,7504,3905,아우디 A7,이 차량도 반도체 이슈의 영향을 받았나요?,"22년식 모델의 경우 반도체 이슈로 인해 스티어링 텔레스코픽 방식이 전동식에서 수동식으로 바뀌었으며 스마트폰 무선 충전 기능, 전측면 열차단에 도움을 주는 클라이메이트 글라스가 빠진 차량들이 있습니다. 해당부분이 필요하신 경우 구매 전 확인 부탁드립다."
91,7504,3905,아우디 A7,s-트로닉에 대한 악명이 자자하던데요?,"아우디의 7단 DCT의 명칭인 s-트로닉은 잦은 고장으로 인해 아우디 차량을 구매하기 전 큰 걸림돌로 작용했습니다.
단, 1세대와 2세대가 적용이 된 구형 모델에 국한되는 이야기라고 할 수 있으며 2016년부터 현재까지 적용되는 신형에 대해서는 큰 이슈가 없습니다"
92,7504,3905,아우디 A7,해당 모델도 에어서스펜션이 들어가나요?,신형 AG9 모델은 24식 55 TFSI 모델부터 적용이 됩니다. 신차급 연식에만 적용이 되고 있어 중고로 구매하신 후에도 넉넉한 제조사 보증 기간을 통해 케어 받으실 수 있기 때문에 에어서스펜션 고장으로 인한 걱정은 크게 하지 않아도 됩니다
93,7534,3904,"제네시스 G90
                (RS4)",이 가격이면 수입 플래그십??,G90은 국산차를 대표하는 플래그십 세단으로 현대차의 프리미엄 브랜드 답게 놀라운 가성비(?)를 제공합니다. 넓은 뒤좌석 공간과 쇼퍼드리븐을 지향하는 편의사양들로 무장하였으며 운전자 입장에서도 만족할만한 옵션들이 구비되어 있습니다.
94,7534,3904,"제네시스 G90
                (RS4)","3.5 터보 모델과 e-슈퍼차저의 차이는?",스탠다드 모델인 3.5 터보 모델과 달리 e-슈퍼차저는 48v 전동 슈퍼차저를 추가하여 저속에서도 즉각적인 토크와 가속감을 제공합니다. 두 차량 모두 전자제어 서스펜션이 탑재되어 있지만 e-슈퍼차저 모델은 프리뷰 전자제어 서스펜션이 탑재됩니다.
95,7534,3904,"제네시스 G90
                (RS4)",렌트이력 차량이 가성비라던데요?,"대게 G90급 플래그십 세단은 일반 단기렌트 보다는 개인사업자 혹은 법인 사업자를 통한 임원용 차량으로 장기 렌트로 많이 출고 합니다. 렌트로 인한 감가로 이력이 없는 동급 매물에 비해 저렴한 가격, 렌트사를 통한 차량 관리를 받는다는 점이 매력 요소입니다."
96,7540,3903,폭스바겐 골프 8세대,"8세대부터 일반 가솔린 모델은 없나요?","8세대부터는 폭스바겐 코리아 정책상 일반 가솔린 모델은 출시하지 않고 있습니다. GTI의 경우 고성능 모델로 인식되어 부담스럽게 느껴질 수 있지만 245마력의 적정한 출력을 내고 있으며 전륜구동 베이스 차량이기 때문에 조작에 있어 큰 어려움은 없습니다"
97,7540,3903,폭스바겐 골프 8세대,차량이 많이 작아 보이는데?,"개인마다 차이가 있지만 넉넉하진 않아도 모자라지도 않습니다. 유럽에선 패밀리카로 사용이 될 정도로 짜임새 있는 실내 공간이 구성되어 있고 해치백 구조답게 헤드룸,6:5 분할로 폴딩 기능으로 유용합니다. 물론 더 큰 공간이 필요하다면 SUV를 선택하는게..."
98,7540,3903,폭스바겐 골프 8세대,DCT는 처음인데...,폭스바겐 차량에 적용된 차량들 대부분 DSG 즉 우리에겐 익숙한 DCT 미션이 적용됩니다. 수동미션을 기반으로 한 자동화 미션이기에 자동변속기의 차량과는 약간의 주행 질감 차이만 있을 뿐 조작법은 같아 차량을 이용하는데 제약이 없습니다.
99,7540,3903,폭스바겐 골프 8세대,디젤 모델은 어떨까요?,"유가 상승으로 인한 디젤에 대한 메리트 감소, 디젤차량에 대한 강화된 규제로 인해 구매하기 쉽지는 않습니다. 8세대 골프로 넘어오면서 두개의 scr 촉매장치를 장착하여 질소산화물 배출을 줄였으며 특히 공인 연비 17.8 km/ℓ는 충분히 만족 가능하실겁니다"
100,7358,3882,기아 더 뉴 셀토스,사회초년생 첫 차 아반떼와 비교해보면?,사회초년생의 첫 차의 포지션 최강자였던 아반떼의 아성을 흔든건 셀토스의 등장이었습니다. suv답게 높은 운전 시야로 초보운전자가 운행해도 손색 없으며 각종 첨단 주행보조장치가 장착 되어 안전운전에도 도움이 됩니다.(캠핑과 차박도 거뜬하다고요!!)
101,7358,3882,기아 더 뉴 셀토스,더 뉴 셀토스와 시세 차이가 많이 나는데?,"부분변경이 되면서 변화가 많이 있었습니다. 그 중 가장 크다고 볼 수 있는 점은 198마력 1.6T CVVD 엔진과 8단 자동변속기의 조합으로 바뀐 파워트레인 입니다. 그외 서라운드뷰, 후측방 모니터, 지능형 속도제한 보조, 원격 주차제안 보조 등 많은 부분변경이.."
102,7358,3882,기아 더 뉴 셀토스,패밀리카로 사용하기엔 어떤가요?,충분하다고 생각합니다.현대기아차의 장기인 차급 대비 넓직한 실내 공간을 바탕으로 등급에 따른 후면 열선과 에어벤트 등이 있어 2열 승객도 쾌적하고 편리한 이동이 가능합니다.트렁크 공간 역시 SUV 답게 제법 쓸만하며 가족용 SUV로 좋은 선택지 입니다.
103,7133,3863,제네시스 GV70,뒷자리가 좁다는데 어느정도 일까요?,싼타페DM 보단 더 긴 전장이지만 후륜구동 기반 특성 상 투싼 NX4와 비슷합니다만 GV70의 시트가 투싼보다는 커서 레그룸에서 손해를 봅니다만 수입SUV와 비교를 하면 뒷자리 공간 효율에 일가견 있는 현대차답게 넉넉한 편이기 때문에 모자라지만 아쉽진 않습니다.
104,7133,3863,제네시스 GV70,왜 매물마다 가격이 천차만별인가요?,그동안 패키징 형식으로 트림에 따라 차량의 옵션들이 비슷했으나 제네시스는 파워트레인부터 옵션까지 고객이 직접 선택 가능합니다. 인디비주얼 방식으로 인한 옵션의 차이 때문 입니다.특히 파퓰러 패키지의 차이에 따라 매물 가격의 차이가 큽니다.
105,7133,3863,제네시스 GV70,연비가 그렇게 안좋다던데요..?,"냉정하게 말하면 시내 연비는 기대를 하지 않는게 좋습니다만 고속도로 위주 주행이라면 2.5 터보 기준 10km/ℓ 이상은 충분히 나옵니다. 만약 출퇴근 시내주행 목적이 있으시다면 디젤 모델 구입도 추천합니다.(경제성 보다는 주행질감에 집중한 차량입니다)
"
106,7133,3863,제네시스 GV70,스포츠 패키지의 차이는 외형 차이는?,"우선 프리뷰 전자제어 서스펜션이 장착되어 베이직 모델과의 차이를 두었고 e-LSD가 탑재되어 선회 주행시 안정적인 주행을 도와줍니다. 잘 달리는 만큼 잘 서야 하기 때문에 그에 맞게 모노블럭 4p 브레이크가 장착되었습니다.
"
107,7346,3862,"르노코리아(삼성) 그랑
                콜레오스",이 크기에 3단 변속기 괜찮을까요?,넘치지는 않지만 모자라지도 않습니다. 1.5 하이브리드 모델은 직병렬 하이브리드로 도심에선 75%까지 ev로 주행이 가능하며 모터의 개입을 통해 차량을 움직일 수 있어 크게 모자라지 않습니다.
108,7346,3862,"르노코리아(삼성) 그랑
                콜레오스",에어컨 필터 갈기도 어렵다던데..?,기존 르노 차량들은 에어컨필터 교환 같은 간단한 작업도 소비자가 직접 자가수리가 어려워 많은 소비자들이 중고차 구입을 꺼려했습니다. 차량의 베이스가 지리자동차의 싱유에로 넘어오면서 르노 베이스 시절의 불편한 정비성에선 조금이나마 해소가 되었습니다.
109,7346,3862,"르노코리아(삼성) 그랑
                콜레오스",하브차량 엔진 개입 소음은 어떤가요?,국산 하이브리드 차량을 운용해보신 분들이라면 엔진에 놀라는 운전자들이 꽤나 있었습니다. 그랑 콜레오스는 직병렬 방식으로 모터의 개입이 기존 병렬 하이브리드와 달리 전기모터 개입의 폭이 커 엔진 개입 소음이 거의 들리지 않습니다.
110,7346,3862,"르노코리아(삼성) 그랑
                콜레오스",하이브리드 말고 가솔린은 어떨까요?,하이브리드 특유의 주행 감각과 값비싼 가격 등 하이브리드가 필요 없으신 분들은 가솔린 모델에 관심을 갖고 보십니다.2.0 모델은 터보 엔진 답게 시원한 가속감을 제공하고 2륜 기준 준수한 연비를 보여주고 있습니다.
111,7346,3862,"르노코리아(삼성) 그랑
                콜레오스",가솔린은 2륜과 4륜 변속기가 다르다던데..,가솔린 2륜 모델은 르노와 지리자동차의 합작 연구센터인 호스사의 7단 습식 dct를 탑재해 주행질감과 연비를 챙겼습니다. 4륜 모델의 경우 최고의 평가를 받고 있는 아이신 8단 미션이 장착되어 만족스러운 주행감을 얻을 수 있습니다.
112,6621,3844,"BMW 4시리즈
                (G22)","4는 좀 애매하다는 소리를 많이 듣던데…","BMW의 주력 모델인 3시리즈, 5시리즈에 비하면 4시리즈의 포지션은 정말 매니아틱한 차량이지만이 가격대 2도어 쿠페나 컨버터블을 원한다면 더할나위 없는 최고의 선택이 될 수 있습니다.실용적인 부분들도 분명 있지만. 뒷자리가 필요한 분들에게는 만흔 고민이."
