carClassNbr,rn,gender,cnt,percent
4187,2,법인및사업자,18,36.7
4188,2,남자,17,33.3
4188,3,여자,4,7.8
4188,1,법인및사업자,30,58.8
4189,2,남자,2,25
4189,1,법인및사업자,6,75
4190,1,법인및사업자,1,100
4191,2,남자,58,33.7
4191,3,여자,11,6.4
4191,1,법인및사업자,103,59.9
4192,2,남자,3,37.5
4192,3,여자,1,12.5
4192,1,법인및사업자,4,50
4193,1,남자,221,54.2
4193,3,여자,56,13.7
4193,2,법인및사업자,131,32.1
4194,2,남자,1,25
4194,3,여자,1,25
4194,1,법인및사업자,2,50
4196,1,남자,2,100
4197,1,남자,25,52.1
4197,3,여자,10,20.8
4197,2,법인및사업자,13,27.1
4198,2,남자,23,36.5
4198,3,여자,11,17.5
4198,1,법인및사업자,29,46
4199,1,남자,138,52.5
4199,3,여자,29,11
4199,2,법인및사업자,96,36.5
4200,1,남자,4,100
4203,1,남자,688,53.3
4203,3,여자,282,21.8
4203,2,법인및사업자,321,24.9
4204,1,남자,58,72.5
4204,3,여자,7,8.8
4204,2,법인및사업자,15,18.8
4205,1,남자,22,56.4
4205,2,여자,9,23.1
4205,3,법인및사업자,8,20.5
4207,2,남자,8,38.1
4207,3,여자,1,4.8
4207,1,법인및사업자,12,57.1
4208,2,남자,11,42.3
4208,3,여자,2,7.7
4208,1,법인및사업자,13,50
4211,1,남자,5,55.6
4211,3,여자,2,22.2
4211,2,법인및사업자,2,22.2
4212,1,법인및사업자,1,100
4215,1,남자,22,78.6
4215,2,여자,4,14.3
4215,3,법인및사업자,2,7.1
4218,1,남자,18,60
4218,3,여자,4,13.3
4218,2,법인및사업자,8,26.7
4221,1,남자,9,75
4221,3,여자,1,8.3
4221,2,법인및사업자,2,16.7
4223,1,남자,4,50
4223,3,여자,1,12.5
4223,2,법인및사업자,3,37.5
4225,2,남자,37,43.5
4225,3,여자,9,10.6
4225,1,법인및사업자,39,45.9
4226,1,남자,97,69.3
4226,3,여자,14,10
4226,2,법인및사업자,29,20.7
4227,1,남자,247,61
4227,3,여자,51,12.6
4227,2,법인및사업자,107,26.4
4231,1,남자,37,52.9
4231,3,여자,8,11.4
4231,2,법인및사업자,25,35.7
4232,2,남자,3,33.3
4232,1,법인및사업자,6,66.7
4233,1,남자,4,40
4233,3,여자,2,20
4233,2,법인및사업자,4,40
4235,1,남자,3,75
4235,2,여자,1,25
4236,1,남자,4,44.4
4236,3,여자,2,22.2
4236,2,법인및사업자,3,33.3
4237,1,남자,50,56.2
4237,3,여자,10,11.2
4237,2,법인및사업자,29,32.6
4238,1,남자,297,52.9
4238,3,여자,96,17.1
4238,2,법인및사업자,168,29.9
4240,1,남자,66,52
4240,3,여자,11,8.7
4240,2,법인및사업자,50,39.4
4241,1,남자,41,62.1
4241,3,여자,9,13.6
4241,2,법인및사업자,16,24.2
4242,1,남자,50,50.5
4242,3,여자,17,17.2
4242,2,법인및사업자,32,32.3
4244,1,남자,378,66.3
4244,3,여자,61,10.7
4244,2,법인및사업자,131,23
4245,1,남자,9,42.9
4245,3,여자,6,28.6
4245,2,법인및사업자,6,28.6
4247,1,남자,13,54.2
4247,3,여자,5,20.8
4247,2,법인및사업자,6,25
4248,2,남자,7,26.9
4248,3,여자,3,11.5
4248,1,법인및사업자,16,61.5
4249,1,남자,19,57.6
4249,3,여자,7,21.2
4249,2,법인및사업자,7,21.2
4250,1,남자,107,51
4250,3,여자,28,13.3
4250,2,법인및사업자,75,35.7
4252,1,남자,19,65.5
4252,3,여자,4,13.8
4252,2,법인및사업자,6,20.7
4254,1,남자,10,76.9
4254,2,여자,2,15.4
4254,3,법인및사업자,1,7.7
4255,1,남자,10,58.8
4255,2,여자,5,29.4
4255,3,법인및사업자,2,11.8
4256,1,남자,14,77.8
4256,3,여자,2,11.1
4256,2,법인및사업자,2,11.1
4262,2,남자,14,33.3
4262,3,여자,3,7.1
4262,1,법인및사업자,25,59.5
4263,1,남자,12,60
4263,3,여자,2,10
4263,2,법인및사업자,6,30
4266,1,남자,7,58.3
4266,3,여자,1,8.3
4266,2,법인및사업자,4,33.3
4271,1,남자,4,66.7
4271,3,여자,1,16.7
4271,2,법인및사업자,1,16.7
4273,1,법인및사업자,1,100
4274,1,남자,19,59.4
4274,3,여자,3,9.4
4274,2,법인및사업자,10,31.3
4275,1,남자,28,62.2
4275,3,여자,8,17.8
4275,2,법인및사업자,9,20
4276,1,남자,2,40
4276,3,여자,1,20
4276,2,법인및사업자,2,40
4277,1,남자,256,62.6
4277,3,여자,58,14.2
4277,2,법인및사업자,95,23.2
4278,1,남자,518,53.2
4278,3,여자,126,12.9
4278,2,법인및사업자,330,33.9
4279,1,남자,1,50
4279,2,법인및사업자,1,50
4280,1,남자,6,60
4280,3,여자,1,10
4280,2,법인및사업자,3,30
4281,1,남자,4,44.4
4281,2,여자,4,44.4
4281,3,법인및사업자,1,11.1
4282,1,남자,4,66.7
4282,3,여자,1,16.7
4282,2,법인및사업자,1,16.7
4283,1,남자,4,66.7
4283,2,여자,2,33.3
4288,1,남자,2,100
4290,1,남자,126,56
4290,3,여자,22,9.8
4290,2,법인및사업자,77,34.2
4291,1,남자,26,41.3
4291,3,여자,18,28.6
4291,2,법인및사업자,19,30.2
4293,1,남자,53,43.8
4293,3,여자,25,20.7
4293,2,법인및사업자,43,35.5
4296,1,남자,4,44.4
4296,3,여자,1,11.1
4296,2,법인및사업자,4,44.4
4298,2,남자,3,42.9
4298,1,법인및사업자,4,57.1
4299,1,남자,3,100
4303,1,남자,1,100
4305,1,남자,29,54.7
4305,3,여자,7,13.2
4305,2,법인및사업자,17,32.1
4312,1,남자,10,55.6
4312,3,여자,1,5.6
4312,2,법인및사업자,7,38.9
4313,1,남자,1,50
4313,2,법인및사업자,1,50
4315,1,남자,15,55.6
4315,3,여자,1,3.7
4315,2,법인및사업자,11,40.7
4322,1,남자,1055,49.7
4322,3,여자,215,10.1
4322,2,법인및사업자,853,40.2
4324,1,남자,7,70
4324,3,여자,1,10
4324,2,법인및사업자,2,20
4325,1,남자,32,65.3
4325,3,여자,6,12.2
4325,2,법인및사업자,11,22.4
4326,1,남자,17,60.7
4326,3,여자,2,7.1
4326,2,법인및사업자,9,32.1
4327,1,법인및사업자,1,100
4328,1,남자,11,73.3
4328,3,여자,2,13.3
4328,2,법인및사업자,2,13.3
4329,1,남자,4,80
4329,2,여자,1,20
4337,1,남자,22,57.9
4337,3,여자,7,18.4
4337,2,법인및사업자,9,23.7
4341,1,남자,40,49.4
4341,3,여자,17,21
4341,2,법인및사업자,24,29.6
4345,1,남자,118,56.5
4345,3,여자,33,15.8
4345,2,법인및사업자,58,27.8
4347,1,남자,54,55.1
4347,3,여자,16,16.3
4347,2,법인및사업자,28,28.6
4348,1,남자,58,47.9
4348,3,여자,11,9.1
4348,2,법인및사업자,52,43
4349,1,남자,255,61.4
4349,3,여자,51,12.3
4349,2,법인및사업자,109,26.3
4350,1,남자,170,58
4350,3,여자,50,17.1
4350,2,법인및사업자,73,24.9
4351,2,남자,2,33.3
4351,1,법인및사업자,4,66.7
4354,1,남자,9,56.3
4354,3,여자,2,12.5
4354,2,법인및사업자,5,31.3
4355,2,남자,22,42.3
4355,3,여자,3,5.8
4355,1,법인및사업자,27,51.9
4357,1,여자,1,100
4358,1,남자,41,48.2
4358,3,여자,11,12.9
4358,2,법인및사업자,33,38.8
4360,1,남자,2,100
4364,1,남자,4,100
4365,2,남자,101,40.4
4365,3,여자,22,8.8
4365,1,법인및사업자,127,50.8
4368,1,남자,5,55.6
4368,2,여자,3,33.3
4368,3,법인및사업자,1,11.1
4369,1,남자,36,52.9
4369,3,여자,11,16.2
4369,2,법인및사업자,21,30.9
4371,1,남자,482,57.5
4371,3,여자,113,13.5
4371,2,법인및사업자,243,29
4376,1,남자,6,60
4376,3,여자,1,10
4376,2,법인및사업자,3,30
4378,1,남자,179,55.1
4378,3,여자,46,14.2
4378,2,법인및사업자,100,30.8
4379,1,남자,262,51
4379,3,여자,59,11.5
4379,2,법인및사업자,193,37.5
4380,1,남자,8,66.7
4380,3,여자,2,16.7
4380,2,법인및사업자,2,16.7
4381,1,남자,10,71.4
4381,2,법인및사업자,4,28.6
4382,1,남자,889,51.9
4382,3,여자,328,19.1
4382,2,법인및사업자,497,29
4385,1,남자,29,48.3
4385,3,여자,9,15
4385,2,법인및사업자,22,36.7
4386,1,남자,42,58.3
4386,3,여자,10,13.9
4386,2,법인및사업자,20,27.8
4387,1,남자,1,100
4388,1,남자,1087,54.5
4388,3,여자,416,20.9
4388,2,법인및사업자,491,24.6
4389,1,남자,27,58.7
4389,3,여자,3,6.5
4389,2,법인및사업자,16,34.8
4390,1,남자,43,47.3
4390,3,여자,11,12.1
4390,2,법인및사업자,37,40.7
4391,1,남자,104,53.3
4391,3,여자,25,12.8
4391,2,법인및사업자,66,33.8
4392,1,남자,542,46.7
4392,3,여자,228,19.7
4392,2,법인및사업자,390,33.6
4393,1,남자,7,63.6
4393,3,여자,1,9.1
4393,2,법인및사업자,3,27.3
4394,1,남자,137,59.3
4394,3,여자,45,19.5
4394,2,법인및사업자,49,21.2
4395,1,남자,5,71.4
4395,2,법인및사업자,2,28.6
4396,2,남자,3,37.5
4396,3,여자,1,12.5
4396,1,법인및사업자,4,50
4397,1,남자,27,57.4
4397,3,여자,3,6.4
4397,2,법인및사업자,17,36.2
4398,1,남자,222,62.4
4398,3,여자,29,8.1
4398,2,법인및사업자,105,29.5
4399,2,남자,3,25
4399,3,여자,1,8.3
4399,1,법인및사업자,8,66.7
4400,1,남자,49,62.8
4400,3,여자,5,6.4
4400,2,법인및사업자,24,30.8
4401,2,남자,137,42.7
4401,3,여자,25,7.8
4401,1,법인및사업자,159,49.5
4402,1,남자,25,48.1
4402,2,여자,14,26.9
4402,3,법인및사업자,13,25
4403,2,남자,5,27.8
4403,3,여자,5,27.8
4403,1,법인및사업자,8,44.4
4404,1,남자,3,50
4404,2,법인및사업자,3,50
4405,1,남자,507,54.6
4405,3,여자,190,20.5
4405,2,법인및사업자,232,25
4406,1,남자,48,63.2
4406,2,여자,15,19.7
4406,3,법인및사업자,13,17.1
4407,2,남자,15,29.4
4407,3,여자,5,9.8
4407,1,법인및사업자,31,60.8
4408,1,남자,21,51.2
4408,3,여자,7,17.1
4408,2,법인및사업자,13,31.7
4409,2,남자,25,43.9
4409,3,여자,5,8.8
4409,1,법인및사업자,27,47.4
4410,1,남자,6,60
4410,2,법인및사업자,4,40
4411,1,남자,177,58.2
4411,3,여자,35,11.5
4411,2,법인및사업자,92,30.3
4412,1,남자,7,58.3
4412,3,여자,1,8.3
4412,2,법인및사업자,4,33.3
4413,2,남자,28,40.6
4413,3,여자,5,7.2
4413,1,법인및사업자,36,52.2
4415,1,남자,5,62.5
4415,2,법인및사업자,3,37.5
4416,1,남자,71,51.4
4416,3,여자,27,19.6
4416,2,법인및사업자,40,29
4417,1,남자,5,38.5
4417,3,여자,4,30.8
4417,2,법인및사업자,4,30.8
4418,1,남자,7,70
4418,3,여자,1,10
4418,2,법인및사업자,2,20
4419,1,남자,29,59.2
4419,3,여자,6,12.2
4419,2,법인및사업자,14,28.6
4420,2,남자,57,40.7
4420,3,여자,14,10
4420,1,법인및사업자,69,49.3
4421,1,남자,42,60.9
4421,3,여자,12,17.4
4421,2,법인및사업자,15,21.7
4422,1,남자,4,80
4422,2,여자,1,20
4424,1,남자,2,66.7
4424,2,법인및사업자,1,33.3
4430,1,남자,111,58.4
4430,3,여자,18,9.5
4430,2,법인및사업자,61,32.1
4432,1,남자,2,50
4432,3,여자,1,25
4432,2,법인및사업자,1,25
4433,1,남자,47,47.5
4433,3,여자,12,12.1
4433,2,법인및사업자,40,40.4
4434,1,남자,11,61.1
4434,3,여자,1,5.6
4434,2,법인및사업자,6,33.3
4435,2,남자,1,20
4435,3,여자,1,20
4435,1,법인및사업자,3,60
4436,1,남자,10,66.7
4436,3,여자,1,6.7
4436,2,법인및사업자,4,26.7
4437,2,남자,5,35.7
4437,3,여자,2,14.3
4437,1,법인및사업자,7,50
4438,2,남자,1,33.3
4438,1,법인및사업자,2,66.7
4439,1,남자,4,50
4439,2,법인및사업자,4,50
4440,2,남자,2,28.6
4440,3,여자,2,28.6
4440,1,법인및사업자,3,42.9
4441,2,남자,2,25
4441,1,법인및사업자,6,75
4442,1,남자,3,50
4442,3,여자,1,16.7
4442,2,법인및사업자,2,33.3
4451,1,남자,321,60.7
4451,3,여자,70,13.2
4451,2,법인및사업자,138,26.1
4452,1,남자,517,57.6
4452,3,여자,92,10.3
4452,2,법인및사업자,288,32.1
4457,1,남자,31,57.4
4457,3,여자,6,11.1
4457,2,법인및사업자,17,31.5
4458,2,남자,5,35.7
4458,1,법인및사업자,9,64.3
4459,1,남자,18,62.1
4459,3,여자,5,17.2
4459,2,법인및사업자,6,20.7
4460,1,법인및사업자,1,100
4461,1,남자,3,37.5
4461,2,여자,3,37.5
4461,3,법인및사업자,2,25
4463,1,법인및사업자,1,100
4464,2,남자,4,33.3
4464,3,여자,3,25
4464,1,법인및사업자,5,41.7
4465,1,남자,43,53.8
4465,3,여자,7,8.8
4465,2,법인및사업자,30,37.5
4467,1,남자,363,56.2
4467,3,여자,123,19
4467,2,법인및사업자,160,24.8
4468,1,남자,437,63.4
4468,3,여자,91,13.2
4468,2,법인및사업자,161,23.4
4470,1,남자,5,55.6
4470,3,여자,1,11.1
4470,2,법인및사업자,3,33.3
4471,2,남자,17,35.4
4471,3,여자,1,2.1
4471,1,법인및사업자,30,62.5
4472,1,남자,1288,55.1
4472,3,여자,275,11.8
4472,2,법인및사업자,774,33.1
4477,2,남자,15,37.5
4477,3,여자,3,7.5
4477,1,법인및사업자,22,55
4478,1,남자,108,51.7
4478,3,여자,28,13.4
4478,2,법인및사업자,73,34.9
4479,1,남자,135,51.7
4479,3,여자,41,15.7
4479,2,법인및사업자,85,32.6
4480,1,남자,88,64.2
4480,3,여자,15,10.9
4480,2,법인및사업자,34,24.8
4482,1,남자,6,50
4482,3,여자,1,8.3
4482,2,법인및사업자,5,41.7
4486,1,남자,55,61.1
4486,3,여자,10,11.1
4486,2,법인및사업자,25,27.8
4490,2,남자,9,45
4490,1,법인및사업자,11,55
4492,1,남자,30,61.2
4492,3,여자,9,18.4
4492,2,법인및사업자,10,20.4
4493,1,남자,5,55.6
4493,2,법인및사업자,4,44.4
4494,1,남자,8,53.3
4494,3,여자,3,20
4494,2,법인및사업자,4,26.7
4495,1,남자,14,42.4
4495,3,여자,5,15.2
4495,2,법인및사업자,14,42.4
4498,1,남자,55,46.6
4498,3,여자,16,13.6
4498,2,법인및사업자,47,39.8
4499,1,남자,4,50
4499,3,여자,2,25
4499,2,법인및사업자,2,25
4500,1,남자,189,64.5
4500,3,여자,35,11.9
4500,2,법인및사업자,69,23.5
4501,1,남자,106,58.2
4501,3,여자,20,11
4501,2,법인및사업자,56,30.8
4502,1,남자,99,57.2
4502,3,여자,27,15.6
4502,2,법인및사업자,47,27.2
4503,1,남자,46,38.7
4503,3,여자,31,26.1
4503,2,법인및사업자,42,35.3
4504,1,남자,11,52.4
4504,3,여자,4,19
4504,2,법인및사업자,6,28.6
4505,2,남자,10,27.8
4505,1,법인및사업자,26,72.2
4506,1,남자,225,58.4
4506,3,여자,43,11.2
4506,2,법인및사업자,117,30.4
4507,1,남자,167,68.2
4507,2,여자,41,16.7
4507,3,법인및사업자,37,15.1
4508,1,남자,299,60
4508,3,여자,69,13.9
4508,2,법인및사업자,130,26.1
4509,1,남자,171,54.6
4509,3,여자,59,18.8
4509,2,법인및사업자,83,26.5
4510,2,남자,105,42.5
4510,3,여자,34,13.8
4510,1,법인및사업자,108,43.7
4515,1,남자,1,50
4515,2,법인및사업자,1,50
4520,1,남자,156,50.2
4520,3,여자,52,16.7
4520,2,법인및사업자,103,33.1
4521,1,남자,38,67.9
4521,3,여자,6,10.7
4521,2,법인및사업자,12,21.4
4522,1,남자,56,58.9
4522,3,여자,16,16.8
4522,2,법인및사업자,23,24.2
4525,1,남자,79,54.5
4525,3,여자,21,14.5
4525,2,법인및사업자,45,31
4526,1,남자,113,45.7
4526,3,여자,29,11.7
4526,2,법인및사업자,105,42.5
4527,1,남자,31,60.8
4527,3,여자,6,11.8
4527,2,법인및사업자,14,27.5
4528,1,남자,24,54.5
4528,3,여자,6,13.6
4528,2,법인및사업자,14,31.8
4529,2,남자,20,40.8
4529,3,여자,6,12.2
4529,1,법인및사업자,23,46.9
4532,1,남자,2,50
4532,2,법인및사업자,2,50
4533,1,남자,1,33.3
4533,3,여자,1,33.3
4533,2,법인및사업자,1,33.3
4534,1,법인및사업자,1,100
4538,1,남자,147,48.5
4538,3,여자,68,22.4
4538,2,법인및사업자,88,29
4539,1,남자,48,47.5
4539,2,여자,34,33.7
4539,3,법인및사업자,19,18.8
4540,1,남자,64,55.7
4540,3,여자,16,13.9
4540,2,법인및사업자,35,30.4
4541,1,남자,49,55.1
4541,3,여자,18,20.2
4541,2,법인및사업자,22,24.7
4543,1,남자,8,61.5
4543,2,여자,4,30.8
4543,3,법인및사업자,1,7.7
4544,1,남자,49,66.2
4544,3,여자,12,16.2
4544,2,법인및사업자,13,17.6
4547,1,남자,423,56.8
4547,3,여자,137,18.4
4547,2,법인및사업자,185,24.8
4548,1,남자,17,37.8
4548,3,여자,13,28.9
4548,2,법인및사업자,15,33.3
4549,1,남자,62,57.9
4549,3,여자,11,10.3
4549,2,법인및사업자,34,31.8
4552,1,남자,24,64.9
4552,3,여자,5,13.5
4552,2,법인및사업자,8,21.6
4555,1,남자,5,71.4
4555,2,법인및사업자,2,28.6
4556,1,남자,20,60.6
4556,3,여자,2,6.1
4556,2,법인및사업자,11,33.3
4557,1,남자,18,60
4557,3,여자,3,10
4557,2,법인및사업자,9,30
4558,1,여자,1,100
4559,2,남자,3,33.3
4559,1,법인및사업자,6,66.7
4561,1,남자,386,52.9
4561,3,여자,84,11.5
4561,2,법인및사업자,260,35.6
4562,1,남자,7,87.5
4562,2,여자,1,12.5
4563,1,남자,1410,54.5
4563,3,여자,453,17.5
4563,2,법인및사업자,723,28
4564,1,남자,417,64.7
4564,3,여자,67,10.4
4564,2,법인및사업자,161,25
4567,1,남자,11,52.4
4567,3,여자,2,9.5
4567,2,법인및사업자,8,38.1
4568,1,남자,331,53
4568,3,여자,71,11.4
4568,2,법인및사업자,222,35.6
4569,1,남자,224,56.9
4569,3,여자,53,13.5
4569,2,법인및사업자,117,29.7
4570,2,남자,7,41.2
4570,3,여자,2,11.8
4570,1,법인및사업자,8,47.1
4571,1,남자,3,100
4572,1,남자,40,59.7
4572,3,여자,5,7.5
4572,2,법인및사업자,22,32.8
4574,1,남자,400,53.5
4574,3,여자,110,14.7
4574,2,법인및사업자,238,31.8
4575,1,남자,245,46.2
4575,3,여자,45,8.5
4575,2,법인및사업자,240,45.3
4576,1,남자,5,45.5
4576,3,여자,1,9.1
4576,2,법인및사업자,5,45.5
4577,1,남자,237,55.5
4577,3,여자,89,20.8
4577,2,법인및사업자,101,23.7
4578,1,남자,385,58.6
4578,3,여자,87,13.2
4578,2,법인및사업자,185,28.2
4580,1,남자,13,76.5
4580,2,법인및사업자,4,23.5
4581,1,남자,16,47.1
4581,3,여자,5,14.7
4581,2,법인및사업자,13,38.2
4582,1,남자,3,100
4583,1,남자,53,49.1
4583,3,여자,16,14.8
4583,2,법인및사업자,39,36.1
4584,1,남자,87,64
4584,3,여자,14,10.3
4584,2,법인및사업자,35,25.7
4591,1,남자,447,51.4
4591,3,여자,103,11.8
4591,2,법인및사업자,320,36.8
4592,1,남자,3,75
4592,2,법인및사업자,1,25
4593,1,남자,6,54.5
4593,2,법인및사업자,5,45.5
4595,1,남자,264,57.9
4595,3,여자,64,14
4595,2,법인및사업자,128,28.1
4597,1,남자,18,54.5
4597,3,여자,5,15.2
4597,2,법인및사업자,10,30.3
4600,1,남자,42,61.8
4600,3,여자,8,11.8
4600,2,법인및사업자,18,26.5
4601,1,남자,117,48
4601,3,여자,46,18.9
4601,2,법인및사업자,81,33.2
4603,1,남자,3,75
4603,2,법인및사업자,1,25
4605,1,남자,13,56.5
4605,3,여자,1,4.3
4605,2,법인및사업자,9,39.1
4606,1,남자,299,58.1
4606,3,여자,88,17.1
4606,2,법인및사업자,128,24.9
4611,1,남자,688,48.1
4611,3,여자,303,21.2
4611,2,법인및사업자,440,30.7
4612,1,남자,84,61.8
4612,3,여자,20,14.7
4612,2,법인및사업자,32,23.5
4613,1,남자,15,51.7
4613,3,여자,4,13.8
4613,2,법인및사업자,10,34.5
4614,1,남자,1600,52.1
4614,3,여자,670,21.8
4614,2,법인및사업자,801,26.1
4615,1,남자,21,55.3
4615,3,여자,4,10.5
4615,2,법인및사업자,13,34.2
4616,2,남자,9,34.6
4616,3,여자,5,19.2
4616,1,법인및사업자,12,46.2
4617,1,남자,8,53.3
4617,3,여자,2,13.3
4617,2,법인및사업자,5,33.3
4619,1,남자,47,56
4619,3,여자,1,1.2
4619,2,법인및사업자,36,42.9
4620,1,남자,817,54.1
4620,3,여자,321,21.3
4620,2,법인및사업자,371,24.6
4621,1,남자,487,57.6
4621,3,여자,149,17.6
4621,2,법인및사업자,209,24.7
4622,1,남자,53,55.2
4622,3,여자,18,18.8
4622,2,법인및사업자,25,26
4630,1,남자,64,61
4630,3,여자,16,15.2
4630,2,법인및사업자,25,23.8
4631,1,남자,2,100
4635,2,남자,1,25
4635,1,법인및사업자,3,75
4638,1,남자,28,50.9
4638,3,여자,6,10.9
4638,2,법인및사업자,21,38.2
4639,2,남자,8,40
4639,3,여자,2,10
4639,1,법인및사업자,10,50
4641,1,남자,574,48.6
4641,3,여자,252,21.3
4641,2,법인및사업자,356,30.1
4642,1,남자,2,50
4642,3,여자,1,25
4642,2,법인및사업자,1,25
4647,1,남자,164,48
4647,3,여자,66,19.3
4647,2,법인및사업자,112,32.7
4649,1,남자,9,75
4649,2,여자,2,16.7
4649,3,법인및사업자,1,8.3
4650,1,남자,46,54.8
4650,3,여자,13,15.5
4650,2,법인및사업자,25,29.8
4651,1,남자,52,53.6
4651,3,여자,12,12.4
4651,2,법인및사업자,33,34
4653,1,남자,34,65.4
4653,3,여자,4,7.7
4653,2,법인및사업자,14,26.9
4654,1,남자,15,55.6
4654,3,여자,3,11.1
4654,2,법인및사업자,9,33.3
4655,1,남자,154,52.6
4655,3,여자,48,16.4
4655,2,법인및사업자,91,31.1
4657,2,남자,44,42.7
4657,3,여자,8,7.8
4657,1,법인및사업자,51,49.5
4658,2,남자,1,33.3
4658,1,여자,2,66.7
4659,2,남자,7,23.3
4659,3,여자,3,10
4659,1,법인및사업자,20,66.7
4662,1,남자,29,50
4662,3,여자,7,12.1
4662,2,법인및사업자,22,37.9
4663,1,법인및사업자,2,100
4664,1,남자,26,74.3
4664,3,여자,1,2.9
4664,2,법인및사업자,8,22.9
4665,2,남자,20,39.2
4665,3,여자,7,13.7
4665,1,법인및사업자,24,47.1
4666,1,여자,1,100
4667,1,남자,73,50.7
4667,3,여자,22,15.3
4667,2,법인및사업자,49,34
4669,1,남자,6,60
4669,2,법인및사업자,4,40
4670,1,남자,50,56.2
4670,3,여자,19,21.3
4670,2,법인및사업자,20,22.5
4671,1,남자,7,46.7
4671,3,여자,1,6.7
4671,2,법인및사업자,7,46.7
4673,1,남자,27,61.4
4673,3,여자,5,11.4
4673,2,법인및사업자,12,27.3
4675,1,남자,802,61.5
4675,3,여자,156,12
4675,2,법인및사업자,346,26.5
4676,1,남자,23,45.1
4676,3,여자,6,11.8
4676,2,법인및사업자,22,43.1
4677,1,남자,39,50
4677,3,여자,14,17.9
4677,2,법인및사업자,25,32.1
4678,1,남자,54,61.4
4678,3,여자,8,9.1
4678,2,법인및사업자,26,29.5
4679,1,남자,116,63.7
4679,3,여자,23,12.6
4679,2,법인및사업자,43,23.6
4680,1,남자,113,63.5
4680,3,여자,22,12.4
4680,2,법인및사업자,43,24.2
4682,2,남자,16,37.2
4682,3,여자,7,16.3
4682,1,법인및사업자,20,46.5
4683,1,남자,6,42.9
4683,3,여자,3,21.4
4683,2,법인및사업자,5,35.7
4684,2,남자,4,36.4
4684,3,여자,1,9.1
4684,1,법인및사업자,6,54.5
4685,1,남자,160,56.3
4685,3,여자,43,15.1
4685,2,법인및사업자,81,28.5
4686,1,남자,134,43.4
4686,3,여자,52,16.8
4686,2,법인및사업자,123,39.8
4687,1,남자,5,62.5
4687,3,여자,1,12.5
4687,2,법인및사업자,2,25
4689,1,남자,2,100
4690,1,남자,1,50
4690,2,법인및사업자,1,50
4691,1,법인및사업자,1,100
4693,1,남자,1,100
4694,1,남자,3,42.9
4694,3,여자,1,14.3
4694,2,법인및사업자,3,42.9
4696,1,남자,35,59.3
4696,3,여자,8,13.6
4696,2,법인및사업자,16,27.1
4697,1,남자,4,40
4697,3,여자,2,20
4697,2,법인및사업자,4,40
4698,2,남자,6,40
4698,1,법인및사업자,9,60
